934,1,3,30,33,36,39,12,4
933,23,27,29,31,36,45,37,8
932,1,6,15,36,37,38,5,7
931,14,15,23,25,35,43,32,8
930,8,21,25,38,39,44,28,8
929,7,9,12,15,19,23,4,16
928,3,4,10,20,28,44,30,7
927,4,15,22,38,41,43,26,6
926,10,16,18,20,25,31,6,10
925,13,24,32,34,39,42,4,12
924,3,11,34,42,43,44,13,9
923,3,17,18,23,36,41,26,8
922,2,6,13,17,27,43,36,6
921,5,7,12,22,28,41,1,17
920,2,3,26,33,34,43,29,7
919,9,14,17,18,42,44,35,5
918,7,11,12,31,33,38,5,18
917,1,3,23,24,27,43,34,10
916,6,21,22,32,35,36,17,11
915,2,6,11,13,22,37,14,6
914,16,19,24,33,42,44,27,11
913,6,14,16,21,27,37,40,16
912,5,8,18,21,22,38,10,14
911,4,5,12,14,32,42,35,10
910,1,11,17,27,35,39,31,21
909,7,24,29,30,34,35,33,11
908,3,16,21,22,23,44,30,8
907,21,27,29,38,40,44,37,7
906,2,5,14,28,31,32,20,9
905,3,4,16,27,38,40,20,7
904,2,6,8,26,43,45,11,8
903,2,15,16,21,22,28,45,13
902,7,19,23,24,36,39,30,13
901,5,18,20,23,30,34,21,9
900,7,13,16,18,35,38,14,6
899,8,19,20,21,33,39,37,6
898,18,21,28,35,37,42,17,8
897,6,7,12,22,26,36,29,13
896,5,12,25,26,38,45,23,7
895,16,26,31,38,39,41,23,12
894,19,32,37,40,41,43,45,9
893,1,15,17,23,25,41,10,9
892,4,9,17,18,26,42,36,17
891,9,13,28,31,39,41,19,7
890,1,4,14,18,29,37,6,9
889,3,13,29,38,39,42,26,10
888,3,7,12,31,34,38,32,8
887,8,14,17,27,36,45,10,8
886,19,23,28,37,42,45,2,7
885,1,3,24,27,39,45,31,13
884,4,14,23,28,37,45,17,12
883,9,18,32,33,37,44,22,15
882,18,34,39,43,44,45,23,5
881,4,18,20,26,27,32,9,8
880,7,17,19,23,24,45,38,7
879,1,4,10,14,15,35,20,6
878,2,6,11,16,25,31,3,6
877,5,17,18,22,23,43,12,12
876,5,16,21,26,34,42,24,19
875,19,22,30,34,39,44,36,14
874,1,15,19,23,28,42,32,18
873,3,5,12,13,33,39,38,10
872,2,4,30,32,33,43,29,16
871,2,6,12,26,30,34,38,7
870,21,25,30,32,40,42,31,10
869,2,6,20,27,37,39,4,10
868,12,17,28,41,43,44,25,6
867,14,17,19,22,24,40,41,5
866,9,15,29,34,37,39,12,9
865,3,15,22,32,33,45,2,13
864,3,7,10,13,25,36,32,11
863,16,21,28,35,39,43,12,7
862,10,34,38,40,42,43,32,9
861,11,17,19,21,22,25,24,4
860,4,8,18,25,27,32,42,10
859,8,22,35,38,39,41,24,11
858,9,13,32,38,39,43,23,9
857,6,10,16,28,34,38,43,15
856,10,24,40,41,43,44,17,5
855,8,15,17,19,43,44,7,9
854,20,25,31,32,36,43,3,6
853,2,8,23,26,27,44,13,7
852,11,17,28,30,33,35,9,4
851,14,18,22,26,31,44,40,8
850,16,20,24,28,36,39,5,6
849,5,13,17,29,34,39,3,17
848,1,2,16,22,38,39,34,7
847,12,16,26,28,30,42,22,8
846,5,18,30,41,43,45,13,13
845,1,16,29,33,40,45,6,11
844,7,8,13,15,33,45,18,18
843,19,21,30,33,34,42,4,5
842,14,26,32,36,39,42,38,10
841,5,11,14,30,33,38,24,17
840,2,4,11,28,29,43,27,10
839,3,9,11,12,13,19,35,13
838,9,14,17,33,36,38,20,5
837,2,25,28,30,33,45,6,6
836,1,9,11,14,26,28,19,14
835,9,10,13,28,38,45,35,15
834,6,8,18,35,42,43,3,11
833,12,18,30,39,41,42,19,8
832,13,14,19,26,40,43,30,9
831,3,10,16,19,31,39,9,16
830,5,6,16,18,37,38,17,9
829,4,5,31,35,43,45,29,8
828,4,7,13,29,31,39,18,13
827,5,11,12,29,33,44,14,15
826,13,16,24,25,33,36,42,9
825,8,15,21,31,33,38,42,12
824,7,9,24,29,34,38,26,15
823,12,18,24,26,39,40,15,9
822,9,18,20,24,27,36,12,3
821,1,12,13,24,29,44,16,14
820,10,21,22,30,35,42,6,4
819,16,25,33,38,40,45,15,7
818,14,15,25,28,29,30,3,13
817,3,9,12,13,25,43,34,9
816,12,18,19,29,31,39,7,8
815,17,21,25,26,27,36,4,7
814,2,21,28,38,42,45,30,6
813,11,30,34,35,42,44,27,4
812,1,3,12,14,16,43,10,6
811,8,11,19,21,36,45,25,7
810,5,10,13,21,39,43,11,8
809,6,11,15,17,23,40,39,6
808,15,21,31,32,41,43,24,6
807,6,10,18,25,34,35,33,7
806,14,20,23,31,37,38,27,7
805,3,12,13,18,31,32,42,4
804,1,10,13,26,32,36,9,11
803,5,9,14,26,30,43,2,5
802,10,11,12,18,24,42,27,16
801,17,25,28,37,43,44,2,8
800,1,4,10,12,28,45,26,11
799,12,17,23,34,42,45,33,10
798,2,10,14,22,32,36,41,7
797,5,22,31,32,39,45,36,8
796,1,21,26,36,40,41,5,7
795,3,10,13,26,34,38,36,11
794,6,7,18,19,30,38,13,7
793,10,15,21,35,38,43,31,5
792,2,7,19,25,29,36,16,7
791,2,10,12,31,33,42,32,14
790,3,8,19,27,30,41,12,16
789,2,6,7,12,19,45,38,15
788,2,10,11,19,35,39,29,13
787,5,6,13,16,27,28,9,6
786,12,15,16,20,24,30,38,4
785,4,6,15,25,26,33,40,6
784,3,10,23,24,31,39,22,9
783,14,15,16,17,38,45,36,4
782,6,18,31,34,38,45,20,9
781,11,16,18,19,24,39,43,9
780,15,17,19,21,27,45,16,11
779,6,12,19,24,34,41,4,11
778,6,21,35,36,37,41,11,3
777,6,12,17,21,34,37,18,21
776,8,9,18,21,28,40,20,7
775,11,12,29,33,38,42,17,5
774,12,15,18,28,34,42,9,11
773,8,12,19,21,31,35,44,11
772,5,6,11,14,21,41,32,10
771,6,10,17,18,21,29,30,4
770,1,9,12,23,39,43,34,8
769,5,7,11,16,41,45,4,9
768,7,27,29,30,38,44,4,13
767,5,15,20,31,34,42,22,15
766,9,30,34,35,39,41,21,8
765,1,3,8,12,42,43,33,15
764,7,22,24,31,34,36,15,7
763,3,8,16,32,34,43,10,8
762,1,3,12,21,26,41,16,10
761,4,7,11,24,42,45,30,7
760,10,22,27,31,42,43,12,8
759,9,33,36,40,42,43,32,6
758,5,9,12,30,39,43,24,8
757,6,7,11,17,33,44,1,21
756,10,14,16,18,27,28,4,5
755,13,14,26,28,30,36,37,8
754,2,8,17,24,29,31,32,5
753,2,17,19,24,37,41,3,6
752,4,16,20,33,40,43,7,9
751,3,4,16,20,28,44,17,8
750,1,2,15,19,24,36,12,7
749,12,14,24,26,34,45,41,13
748,3,10,13,22,31,32,29,9
747,7,9,12,14,23,28,17,9
746,3,12,33,36,42,45,25,9
745,1,2,3,9,12,23,10,20
744,10,15,18,21,34,41,43,15
743,15,19,21,34,41,44,10,7
742,8,10,13,36,37,40,6,16
741,5,21,27,34,44,45,16,6
740,4,8,9,16,17,19,31,18
739,7,22,29,33,34,35,30,4
738,23,27,28,38,42,43,36,11
737,13,15,18,24,27,41,11,4
736,2,11,17,18,21,27,6,5
735,5,10,13,27,37,41,4,10
734,6,16,37,38,41,45,18,9
733,11,24,32,33,35,40,13,4
732,2,4,5,17,27,32,43,7
731,2,7,13,25,42,45,39,7
730,4,10,14,15,18,22,39,8
729,11,17,21,26,36,45,16,4
728,3,6,10,30,34,37,36,5
727,7,8,10,19,21,31,20,14
726,1,11,21,23,34,44,24,14
725,6,7,19,21,41,43,38,11
724,2,8,33,35,37,41,14,12
723,20,30,33,35,36,44,22,8
722,12,14,21,30,39,43,45,4
721,1,28,35,41,43,44,31,8
720,1,12,29,34,36,37,41,14
719,4,8,13,19,20,43,26,9
718,4,11,20,23,32,39,40,17
717,2,11,19,25,28,32,44,6
716,2,6,13,16,29,30,21,12
715,2,7,27,33,41,44,10,6
714,1,7,22,33,37,40,20,7
713,2,5,15,18,19,23,44,9
712,17,20,30,31,33,45,19,4
711,11,15,24,35,37,45,42,7
710,3,4,9,24,25,33,10,5
709,10,18,30,36,39,44,32,14
708,2,10,16,19,34,45,1,4
707,2,12,19,24,39,44,35,12
706,3,4,6,10,28,30,37,4
705,1,6,17,22,28,45,23,4
704,1,4,8,23,33,42,45,4
703,10,28,31,33,41,44,21,5
702,3,13,16,24,26,29,9,11
701,3,10,14,16,36,38,35,10
700,11,23,28,29,30,44,13,8
699,4,5,8,16,21,29,3,8
698,3,11,13,21,33,37,18,8
697,2,5,8,11,33,39,31,10
696,1,7,16,18,34,38,21,10
695,4,18,26,33,34,38,14,11
694,7,15,20,25,33,43,12,10
693,1,6,11,28,34,42,30,10
692,3,11,14,15,32,36,44,7
691,15,27,33,35,43,45,16,6
690,24,25,33,34,38,39,43,15
689,7,17,19,30,36,38,34,7
688,5,15,22,23,34,35,2,9
687,1,8,10,13,28,42,45,6
686,7,12,15,24,25,43,13,8
685,6,7,12,28,38,40,18,11
684,1,11,15,17,25,39,40,9
683,6,13,20,27,28,40,15,16
682,17,23,27,35,38,43,2,4
681,21,24,27,29,43,44,7,6
680,4,10,19,29,32,42,30,14
679,3,5,7,14,26,34,35,5
678,4,5,6,12,25,37,45,6
677,12,15,24,36,41,44,42,8
676,1,8,17,34,39,45,27,8
675,1,8,11,15,18,45,7,4
674,9,10,14,25,27,31,11,8
673,7,10,17,29,33,44,5,10
672,8,21,28,31,36,45,43,9
671,7,9,10,13,31,35,24,4
670,11,18,26,27,40,41,25,12
669,7,8,20,29,33,38,9,6
668,12,14,15,24,27,32,3,5
667,15,17,25,37,42,43,13,7
666,2,4,6,11,17,28,16,6
665,5,6,11,17,38,44,13,4
664,10,20,33,36,41,44,5,10
663,3,5,8,19,38,42,20,7
662,5,6,9,11,15,37,26,8
661,2,3,12,20,27,38,40,8
660,4,9,23,33,39,44,14,10
659,7,18,19,27,29,42,45,11
658,8,19,25,28,32,36,37,9
657,10,14,19,39,40,43,23,9
656,3,7,14,16,31,40,39,2
655,7,37,38,39,40,44,18,9
654,16,21,26,31,36,43,6,8
653,5,6,26,27,38,39,1,14
652,3,13,15,40,41,44,20,5
651,11,12,16,26,29,44,18,8
650,3,4,7,11,31,41,35,5
649,3,21,22,33,41,42,20,5
648,13,19,28,37,38,43,4,7
647,5,16,21,23,24,30,29,7
646,2,9,24,41,43,45,30,7
645,1,4,16,26,40,41,31,4
644,5,13,17,23,28,36,8,8
643,15,24,31,32,33,40,13,6
642,8,17,18,24,39,45,32,12
641,11,18,21,36,37,43,12,8
640,14,15,18,21,26,35,23,9
639,6,15,22,23,25,32,40,4
638,7,18,22,24,31,34,6,7
637,3,16,22,37,38,44,23,4
636,6,7,15,16,20,31,26,8
635,11,13,25,26,29,33,32,8
634,4,10,11,12,20,27,38,13
633,9,12,19,20,39,41,13,12
632,15,18,21,32,35,44,6,11
631,1,2,4,23,31,34,8,4
630,8,17,21,24,27,31,15,3
629,19,28,31,38,43,44,1,5
628,1,7,12,15,23,42,11,9
627,2,9,22,25,31,45,12,10
626,13,14,26,33,40,43,15,8
625,3,6,7,20,21,39,13,5
624,1,7,19,26,27,35,16,5
623,7,13,30,39,41,45,25,8
622,9,15,16,21,28,34,24,9
621,1,2,6,16,19,42,9,6
620,2,16,17,32,39,45,40,7
619,6,8,13,30,35,40,21,3
618,8,16,25,30,42,43,15,5
617,4,5,11,12,24,27,28,8
616,5,13,18,23,40,45,3,9
615,10,17,18,19,23,27,35,9
614,8,21,25,39,40,44,18,6
613,7,8,11,16,41,44,35,9
612,6,9,18,19,25,33,40,11
611,2,22,27,33,36,37,14,4
610,14,18,20,23,28,36,33,4
609,4,8,27,34,39,40,13,2
608,4,8,18,19,39,44,41,7
607,8,14,23,36,38,39,13,4
606,1,5,6,14,20,39,22,10
605,1,2,7,9,10,38,42,9
604,2,6,18,21,33,34,30,11
603,2,19,25,26,27,43,28,4
602,13,14,22,27,30,38,2,8
601,2,16,19,31,34,35,37,9
600,5,11,14,27,29,36,44,15
599,5,12,17,29,34,35,27,8
598,4,12,24,33,38,45,22,16
597,8,10,23,24,35,43,37,13
596,3,4,12,14,25,43,17,10
595,8,24,28,35,38,40,5,8
594,2,8,13,25,28,37,3,11
593,9,10,13,24,33,38,28,9
592,2,5,6,13,28,44,43,6
591,8,13,14,30,38,39,5,5
590,20,30,36,38,41,45,23,7
589,6,8,28,33,38,39,22,7
588,2,8,15,22,25,41,30,5
587,14,21,29,31,32,37,17,3
586,2,7,12,15,21,34,5,8
585,6,7,10,16,38,41,4,9
584,7,18,30,39,40,41,36,3
583,8,17,27,33,40,44,24,11
582,2,12,14,33,40,41,25,4
581,3,5,14,20,42,44,33,8
580,5,7,9,11,32,35,33,7
579,5,7,20,22,37,42,39,11
578,5,12,14,32,34,42,16,5
577,16,17,22,31,34,37,33,3
576,10,11,15,25,35,41,13,3
575,2,8,20,30,33,34,6,8
574,14,15,16,19,25,43,2,2
573,2,4,20,34,35,43,14,8
572,3,13,18,33,37,45,1,8
571,11,18,21,26,38,43,29,7
570,1,12,26,27,29,33,42,9
569,3,6,13,23,24,35,1,4
568,1,3,17,20,31,44,40,10
567,1,10,15,16,32,41,28,6
566,4,5,6,25,26,43,41,4
565,4,10,18,27,40,45,38,8
564,14,19,25,26,27,34,2,7
563,5,10,16,17,31,32,21,7
562,4,11,13,17,20,31,33,11
561,5,7,18,37,42,45,20,5
560,1,4,20,23,29,45,28,7
559,11,12,25,32,44,45,23,7
558,12,15,19,26,40,43,29,10
557,4,20,26,28,35,40,31,7
556,12,20,23,28,30,44,43,7
555,11,17,21,24,26,36,12,8
554,13,14,17,32,41,42,6,2
553,2,7,17,28,29,39,37,6
552,1,10,20,32,35,40,43,10
551,3,6,20,24,27,44,25,1
550,1,7,14,20,34,37,41,11
549,29,31,35,38,40,44,17,8
548,1,12,13,21,32,45,14,8
547,6,7,15,22,34,39,28,5
546,8,17,20,27,37,43,6,30
545,4,24,25,27,34,35,2,11
544,5,17,21,25,36,44,10,13
543,13,18,26,31,34,44,12,12
542,5,6,19,26,41,45,34,6
541,8,13,26,28,32,34,43,11
540,3,12,13,15,34,36,14,7
539,3,19,22,31,42,43,26,9
538,6,10,18,31,32,34,11,3
537,12,23,26,30,36,43,11,7
536,7,8,18,32,37,43,12,11
535,11,12,14,15,18,39,34,3
534,10,24,26,29,37,38,32,1
533,9,14,15,17,31,33,23,8
532,16,17,23,24,29,44,3,7
531,1,5,9,21,27,35,45,9
530,16,23,27,29,33,41,22,11
529,18,20,24,27,31,42,39,8
528,5,17,25,31,39,40,10,11
527,1,12,22,32,33,42,38,13
526,7,14,17,20,35,39,31,9
525,11,23,26,29,39,44,22,9
524,10,11,29,38,41,45,21,4
523,1,4,37,38,40,45,7,7
522,4,5,13,14,37,41,11,6
521,3,7,18,29,32,36,19,8
520,4,22,27,28,38,40,1,6
519,6,8,13,16,30,43,3,7
518,14,23,30,32,34,38,6,6
517,1,9,12,28,36,41,10,5
516,2,8,23,41,43,44,30,11
515,2,11,12,15,23,37,8,1
514,1,15,20,26,35,42,9,3
513,5,8,21,23,27,33,12,3
512,4,5,9,13,26,27,1,13
511,3,7,14,23,26,42,24,6
510,12,29,32,33,39,40,42,5
509,12,25,29,35,42,43,24,5
508,5,27,31,34,35,43,37,8
507,12,13,32,33,40,41,4,9
506,6,9,11,22,24,30,31,3
505,7,20,22,25,38,40,44,6
504,6,14,22,26,43,44,31,9
503,1,5,27,30,34,36,40,7
502,6,22,28,32,34,40,26,6
501,1,4,10,17,31,42,2,4
500,3,4,12,20,24,34,41,9
499,5,20,23,27,35,40,43,3
498,13,14,24,32,39,41,3,4
497,19,20,23,24,43,44,13,6
496,4,13,20,29,36,41,39,4
495,4,13,22,27,34,44,6,6
494,5,7,8,15,30,43,22,12
493,20,22,26,33,36,37,25,9
492,22,27,31,35,37,40,42,5
491,8,17,35,36,39,42,4,4
490,2,7,26,29,40,43,42,7
489,2,4,8,15,20,27,11,6
488,2,8,17,30,31,38,25,10
487,4,8,25,27,37,41,21,8
486,1,2,23,25,38,40,43,13
485,17,22,26,27,36,39,20,9
484,1,3,27,28,32,45,11,6
483,12,15,19,22,28,34,5,5
482,1,10,16,24,25,35,43,7
481,3,4,23,29,40,41,20,3
480,3,5,10,17,30,31,16,4
479,8,23,25,27,35,44,24,6
478,18,29,30,37,39,43,8,14
477,14,25,29,32,33,45,37,8
476,9,12,13,15,37,38,27,4
475,1,9,14,16,21,29,3,8
474,4,13,18,31,33,45,43,15
473,8,13,20,22,23,36,34,4
472,16,25,26,31,36,43,44,7
471,6,13,29,37,39,41,43,7
470,10,16,20,39,41,42,27,3
469,4,21,22,34,37,38,33,4
468,8,13,15,28,37,43,17,9
467,2,12,14,17,24,40,39,9
466,4,10,13,23,32,44,20,9
465,1,8,11,13,22,38,31,7
464,6,12,15,34,42,44,4,13
463,23,29,31,33,34,44,40,0
462,3,20,24,32,37,45,4,8
461,11,18,26,31,37,40,43,6
460,8,11,28,30,43,45,41,4
459,4,6,10,14,25,40,12,7
458,4,9,10,32,36,40,18,8
457,8,10,18,23,27,40,33,10
456,1,7,12,18,23,27,44,7
455,4,19,20,26,30,35,24,7
454,13,25,27,34,38,41,10,7
453,12,24,33,38,40,42,30,5
452,8,10,18,30,32,34,27,9
451,12,15,20,24,30,38,29,13
450,6,14,19,21,23,31,13,6
449,3,10,20,26,35,43,36,3
448,3,7,13,27,40,41,36,3
447,2,7,8,9,17,33,34,4
446,1,11,12,14,26,35,6,3
445,13,20,21,30,39,45,32,7
444,11,13,23,35,43,45,17,3
443,4,6,10,19,20,44,14,9
442,25,27,29,36,38,40,41,9
441,1,23,28,30,34,35,9,4
440,10,22,28,34,36,44,2,6
439,17,20,30,31,37,40,25,6
438,6,12,20,26,29,38,45,9
437,11,16,29,38,41,44,21,6
436,9,14,20,22,33,34,28,8
435,8,16,26,30,38,45,42,10
434,3,13,20,24,33,37,35,8
433,19,23,29,33,35,43,27,11
432,2,3,5,11,27,39,33,5
431,18,22,25,31,38,45,6,10
430,1,3,16,18,30,34,44,8
429,3,23,28,34,39,42,16,9
428,12,16,19,22,37,40,8,9
427,6,7,15,24,28,30,21,1
426,4,17,18,27,39,43,19,4
425,8,10,14,27,33,38,3,8
424,10,11,26,31,34,44,30,10
423,1,17,27,28,29,40,5,3
422,8,15,19,21,34,44,12,6
421,6,11,26,27,28,44,30,5
420,4,9,10,29,31,34,27,8
419,2,11,13,14,28,30,7,3
418,11,13,15,26,28,34,31,8
417,4,5,14,20,22,43,44,4
416,5,6,8,11,22,26,44,10
415,7,17,20,26,30,40,24,8
414,2,14,15,22,23,44,43,1
413,2,9,15,23,34,40,3,4
412,4,7,39,41,42,45,40,7
411,11,14,22,35,37,39,5,12
410,1,3,18,32,40,41,16,9
409,6,9,21,31,32,40,38,4
408,9,20,21,22,30,37,16,5
407,6,7,13,16,24,25,1,7
406,7,12,21,24,27,36,45,5
405,1,2,10,25,26,44,4,3
404,5,20,21,24,33,40,36,3
403,10,14,22,24,28,37,26,5
402,5,9,15,19,22,36,32,4
401,6,12,18,31,38,43,9,9
400,9,21,27,34,41,43,2,4
399,1,2,9,17,19,42,20,8
398,10,15,20,23,42,44,7,4
397,12,13,17,22,25,33,8,3
396,18,20,31,34,40,45,30,2
395,11,15,20,26,31,35,7,7
394,1,13,20,22,25,28,15,1
393,9,16,28,40,41,43,21,8
392,1,3,7,8,24,42,43,6
391,10,11,18,22,28,39,30,1
390,16,17,28,37,39,40,15,1
389,7,16,18,20,23,26,3,5
388,1,8,9,17,29,32,45,4
387,1,26,31,34,40,43,20,4
386,4,7,10,19,31,40,26,10
385,7,12,19,21,29,32,9,7
384,11,22,24,32,36,38,7,3
383,4,15,28,33,37,40,25,3
382,10,15,22,24,27,42,19,6
381,1,5,10,12,16,20,11,19
380,1,2,8,17,26,37,27,4
379,6,10,22,31,35,40,19,7
378,5,22,29,31,34,39,43,5
377,6,22,29,37,43,45,23,3
376,1,11,13,24,28,40,7,6
375,4,8,19,25,27,45,7,7
374,11,13,15,17,25,34,26,2
373,15,26,37,42,43,45,9,4
372,8,11,14,16,18,21,13,9
371,7,9,15,26,27,42,18,7
370,16,18,24,42,44,45,17,7
369,17,20,35,36,41,43,21,6
368,11,21,24,30,39,45,26,7
367,3,22,25,29,32,44,19,7
366,5,12,19,26,27,44,38,2
365,5,15,21,25,26,30,31,1
364,2,5,7,14,16,40,4,4
363,11,12,14,21,32,38,6,4
362,2,3,22,27,30,40,29,6
361,5,10,16,24,27,35,33,7
360,4,16,23,25,35,40,27,3
359,1,10,19,20,24,40,23,8
358,1,9,10,12,21,40,37,3
357,10,14,18,21,36,37,5,2
356,2,8,14,25,29,45,24,9
355,5,8,29,30,35,44,38,5
354,14,19,36,43,44,45,1,5
353,11,16,19,22,29,36,26,2
352,5,16,17,20,26,41,24,6
351,5,25,27,29,34,36,33,4
